pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim
Kepler-36 b,Transit,13.84903900,0.00007800,-0.00007800,0,5.56000,0.41000,-0.45000,0
Kepler-33 e,Transit,31.78400000,,,0,5.57000,1.16000,-1.07000,0
HD 3167 b,Transit,0.96000000,,,0,5.59000,0.98000,-0.96000,0
HD 80653 b,Transit,0.71957300,0.00002100,-0.00002100,0,5.60000,0.43000,-0.43000,0
K2-146 b,Transit,2.66980000,0.00010000,-0.00010000,0,5.60000,0.70000,-0.70000,0
HD 28109 d,Transit,84.25999000,0.00744000,-0.00662000,0,5.68100,2.73800,-2.11000,0
HD 3167 b,Transit,0.95963200,0.00001500,-0.00001500,0,5.69000,0.44000,-0.44000,0
CoRoT-24 b,Transit,5.11340000,0.00060000,-0.00060000,0,5.70000,,,1
EPIC 220674823 c,Transit,13.33870000,0.00180000,-0.00180000,0,5.70000,6.10000,-6.10000,0
Kepler-51 d,Transit,130.18450000,0.00070000,-0.00070000,0,5.70000,1.12000,-1.12000,0
CoRoT-7 b,Transit,0.85359159,0.00000057,-0.00000057,0,5.74000,0.86000,-0.86000,0
K2-146 b,Transit,2.64460000,0.00006000,-0.00006000,0,5.77000,0.18000,-0.18000,0
EPIC 220674823 c,Transit,13.33970000,0.00091000,-0.00096000,0,5.80000,3.30000,-3.00000,0
HD 191939 d,Transit,38.35250000,0.00030000,-0.00030000,0,5.80000,,,1
Kepler-177 b,Transit,36.86010000,0.00150000,-0.00140000,0,5.84000,0.86000,-0.82000,0
Kepler-11 c,Transit,13.02500000,,,0,5.90000,3.60000,-2.90000,0
Kepler-223 d,Transit,14.78700000,,,0,5.90000,1.90000,-1.90000,0
Kepler-49 c,Transit,10.91300000,,,0,5.90000,1.50000,-1.50000,0
Kepler-79 c,Transit,27.40290000,0.00080000,-0.00060000,0,5.90000,1.90000,-2.30000,0
TOI-1235 b,Transit,3.44471700,0.00004000,-0.00004200,0,5.90000,0.62000,-0.61000,0
Kepler-68 b,Transit,5.39875000,,,0,5.97000,1.70000,-1.70000,0
Kepler-305 c,Transit,8.29100000,,,0,6.00000,2.40000,-2.20000,0
Kepler-462 c,Transit,207.62000000,0.03000000,-0.01000000,0,6.00000,10.80000,-4.90000,0
Kepler-79 d,Transit,52.09020000,0.00090000,-0.00100000,0,6.00000,2.10000,-1.60000,0
Kepler-454 b,Transit,10.57000000,0.00000007,-0.00000007,0,6.05338,1.51018,-1.51018,0
CoRoT-7 b,Transit,0.85350000,0.00000059,-0.00000059,0,6.05600,0.65300,-0.65300,0
Kepler-11 d,Transit,22.68719000,0.00021000,-0.00021000,0,6.10000,3.10000,-1.70000,0
Kepler-26 c,Transit,17.25100000,,,0,6.10000,0.70000,-0.70000,0
Kepler-350 c,Transit,17.84900000,,,0,6.10000,3.30000,-3.20000,0
Kepler-92 c,Transit,26.72300000,,,0,6.10000,1.80000,-1.80000,0
Kepler-26 c,Transit,17.25600000,,,0,6.12000,0.72000,-0.70000,0
Kepler-99 b,Transit,4.60358000,,,0,6.15000,1.30000,-1.30000,0
TOI-270 c,Transit,5.66057310,0.00000310,-0.00000310,0,6.15000,0.37000,-0.37000,0
Kepler-26 c,Transit,17.25590000,0.00060000,-0.00060000,0,6.20000,0.65000,-0.65000,0
Kepler-51 d,Transit,130.18000000,,,0,6.20000,1.60000,-1.50000,0
Wolf 503 b,Transit,6.00127000,0.00002100,-0.00002100,0,6.26000,0.69000,-0.70000,0
GJ 1214 b,Transit,1.58040456,0.00000016,-0.00000016,0,6.26125,0.85814,-0.85814,0
TOI-1201 b,Transit,2.49198630,0.00000300,-0.00000310,0,6.28000,0.84000,-0.88000,0
LTT 3780 c,Transit,12.25213100,0.00007200,-0.00006400,0,6.29000,0.63000,-0.61000,0
K2-131 b,Transit,0.36900000,,,0,6.30000,1.40000,-1.40000,0
Kepler-79 e,Transit,81.06363300,0.00044000,-0.00044000,0,6.30000,1.00000,-1.00000,0
K2-138 c,Transit,3.56004000,0.00012000,-0.00011000,0,6.31000,1.13000,-1.23000,0
Kepler-406 b,Transit,2.42629000,,,0,6.35000,1.40000,-1.40000,0
Kepler-68 b,Transit,5.39876000,0.00000400,-0.00000400,0,6.35660,3.17830,-3.17830,0
TOI-1695 b,Transit,3.13427910,0.00000710,-0.00000630,0,6.36000,1.00000,-1.00000,0
GJ 1214 b,Transit,1.58040487,0.00000067,-0.00000067,0,6.37000,0.87000,-0.87000,0
TOI-2136 b,Transit,7.85192800,0.00001800,-0.00001600,0,6.37000,2.45000,-2.29000,0
LHS 1140 b,Transit,24.73694000,0.00041000,-0.00040000,0,6.38000,0.46000,-0.44000,0
K2-291 b,Transit,2.22500000,,,0,6.40000,1.10000,-1.10000,0
Kepler-87 c,Transit,191.23180000,0.00150000,-0.00150000,0,6.40000,0.80000,-0.80000,0
TOI-1266 c,Transit,18.80152000,0.00054000,-0.00067000,0,6.40000,,,1
GJ 1214 b,Transit,1.58040482,0.00000024,-0.00000024,0,6.43000,0.86000,-0.86000,0
GJ 1214 b,Transit,1.58040482,0.00000024,-0.00000024,0,6.45000,0.91000,-0.91000,0
K2-3 b,Transit,10.05462600,0.00001000,-0.00001100,0,6.48000,0.99000,-0.93000,0
K2-291 b,Transit,2.22517700,0.00006600,-0.00006800,0,6.49000,1.16000,-1.16000,0
K2-131 b,Transit,0.36930380,0.00000910,-0.00000910,0,6.50000,1.60000,-1.60000,0
K2-285 d,Transit,10.45582000,0.00025000,-0.00023000,0,6.50000,,,1
K2-265 b,Transit,2.36917200,0.00008900,-0.00008900,0,6.54000,0.84000,-0.84000,0
GJ 1214 b,Transit,1.58039250,0.00001170,-0.00001170,0,6.55000,0.98000,-0.98000,0
K2-3 b,Transit,10.05454000,0.00003000,-0.00003000,0,6.60000,1.10000,-1.10000,0
TOI-561 c,Transit,10.77883100,0.00003600,-0.00003600,0,6.60000,0.73000,-0.73000,0
TOI-125 c,Transit,9.15059000,0.00070000,-0.00082000,0,6.63000,0.99000,-0.99000,0
TOI-1468 c,Transit,15.53248200,0.00003400,-0.00003300,0,6.64000,0.67000,-0.68000,0
LHS 1140 b,Transit,24.73712000,0.00025000,-0.00025000,0,6.65000,1.82000,-1.82000,0
K2-32 d,Transit,31.71701000,0.00101000,-0.00096000,0,6.70000,2.50000,-2.50000,0
Kepler-11 d,Transit,22.68700000,,,0,6.70000,3.00000,-2.50000,0
Kepler-11 e,Transit,31.99500000,,,0,6.70000,1.20000,-1.00000,0
Kepler-80 c,Transit,9.52355000,0.00041000,-0.00029000,0,6.74000,1.23000,-0.86000,0
Kepler-80 d,Transit,3.07222000,0.00006000,-0.00004000,0,6.75000,0.69000,-0.51000,0
WASP-47 e,Transit,0.78959330,0.00000440,-0.00000440,0,6.77000,0.57000,-0.57000,0
Kepler-11 d,Transit,22.68700000,,,0,6.80000,0.70000,-0.80000,0
Kepler-114 b,Transit,5.18900000,,,0,6.80000,4.30000,-3.60000,0
TOI-1759 b,Transit,18.84997500,0.00000600,-0.00000600,0,6.80000,2.00000,-2.00000,0
GJ 876 d,Radial Velocity,1.93778000,0.00002000,-0.00002000,0,6.83000,0.40000,-0.40000,0
WASP-47 e,Transit,0.78959200,0.00001200,-0.00001200,0,6.83000,0.66000,-0.66000,0
Kepler-454 b,Transit,10.57375339,0.00000777,-0.00000777,0,6.84000,1.40000,-1.40000,0
K2-199 b,Transit,3.22539930,0.00000240,-0.00000240,0,6.90000,1.80000,-1.80000,0
Kepler-18 b,Transit,3.50472500,0.00002800,-0.00002800,0,6.90000,3.40000,-3.40000,0
Kepler-326 d,Transit,6.76700000,,,0,6.90000,8.50000,-5.90000,0
TOI-1235 b,Transit,3.44472900,0.00003100,-0.00002800,0,6.91000,0.75000,-0.85000,0
WASP-47 e,Transit,0.79000000,,,0,6.91000,0.81000,-0.83000,0
Kepler-80 b,Transit,7.05246000,0.00020000,-0.00022000,0,6.93000,1.05000,-0.70000,0
LHS 1140 b,Transit,24.73695900,0.00008000,-0.00008000,0,6.98000,0.89000,-0.89000,0
CoRoT-7 b,Transit,0.85358500,0.00002400,-0.00002400,0,6.99226,1.58915,-1.58915,0
Kepler-11 e,Transit,31.99500000,,,0,7.00000,6.10000,-5.30000,0
Kepler-310 d,Transit,92.87400000,,,0,7.00000,3.40000,-4.10000,0
TOI-561 c,Transit,10.77892000,0.00015000,-0.00015000,0,7.00000,2.30000,-2.30000,0
Kepler-100 c,Transit,12.81590000,,,0,7.05000,,,1
K2-146 c,Transit,3.96630000,0.00020000,-0.00002000,0,7.10000,0.90000,-0.90000,0
Kepler-36 c,Transit,16.21865000,0.00010000,-0.00010000,0,7.13000,0.18000,-0.18000,0
TOI-421 b,Transit,5.19672000,0.00049000,-0.00049000,0,7.17000,0.66000,-0.66000,0
HD 15337 b,Transit,4.75642000,0.00021000,-0.00020000,0,7.20000,0.81000,-0.81000,0
HD 191939 c,Transit,28.58050000,0.00020000,-0.00020000,0,7.20000,1.40000,-1.40000,0
Kepler-305 b,Transit,5.48700000,,,0,7.20000,5.40000,-3.80000,0
Kepler-350 c,Transit,17.84800000,,,0,7.20000,8.50000,-5.90000,0
Kepler-68 c,Transit,9.60504000,,,0,7.20000,,,1
Kepler-11 d,Transit,22.68440000,0.00110000,-0.00110000,0,7.24000,1.63000,-1.63000,0
HD 86226 c,Transit,3.98442000,0.00018000,-0.00018000,0,7.25000,1.19000,-1.12000,0
HD 219134 f,Radial Velocity,22.71700000,0.01500000,-0.01500000,0,7.30000,0.40000,-0.40000,-1
K2-38 b,Transit,4.01593000,0.00050000,-0.00050000,0,7.30000,1.10000,-1.00000,0
Kepler-109 b,Transit,6.48163000,,,0,7.30000,,,1
Kepler-11 d,Transit,22.68450000,0.00090000,-0.00090000,0,7.30000,0.80000,-1.50000,0
Kepler-289 b,Transit,34.54500000,0.00050000,-0.00050000,0,7.30000,6.80000,-6.80000,0
Kepler-339 c,Transit,6.98800000,,,0,7.30000,7.80000,-6.20000,0
Kepler-100 b,Transit,6.88705000,,,0,7.34000,3.20000,-3.20000,0
Kepler-10 c,Transit,45.29460000,0.00080000,-0.00080000,0,7.37000,1.32000,-1.19000,0
Kepler-11 e,Transit,32.00413000,0.00212000,-0.00240000,0,7.37000,1.99000,-1.95000,0
K2-141 c,Transit,7.74850000,0.00022000,-0.00022000,0,7.40000,,,1
Kepler-223 b,Transit,7.38449000,0.00022000,-0.00022000,0,7.40000,1.30000,-1.10000,0
Kepler-279 c,Transit,35.73500000,,,0,7.40000,2.20000,-1.50000,0
Kepler-57 c,Transit,11.60900000,,,0,7.40000,9.40000,-6.30000,0
HD 20329 b,Transit,0.92611800,0.00005000,-0.00004300,0,7.42000,1.09000,-1.09000,0
Kepler-307 b,Transit,10.42080000,0.00090000,-0.00080000,0,7.44000,0.91000,-0.87000,0
GJ 876 d,Radial Velocity,1.93784800,0.00002400,-0.00002300,0,7.49000,0.43000,-0.41000,0
K2-146 c,Transit,4.00498000,0.00011000,-0.00011000,0,7.49000,0.24000,-0.24000,0
K2-19 c,Transit,11.90660000,0.00210000,-0.00140000,0,7.50000,3.00000,-1.40000,0
K2-3 d,Transit,44.56310000,0.00630000,-0.00550000,0,7.50000,3.00000,-3.00000,0
K2-415 b,Transit,4.01796940,0.00000270,-0.00000270,0,7.50000,,,1
Kepler-177 c,Transit,49.41200000,,,0,7.50000,3.50000,-3.10000,0
Kepler-36 c,Transit,16.23300000,,,0,7.50000,0.30000,-0.30000,0
HD 15337 b,Transit,4.75615000,0.00017000,-0.00017000,0,7.51000,1.09000,-1.01000,0
GJ 876 d,Radial Velocity,1.93774000,0.00006000,-0.00006000,0,7.53000,0.70000,-0.70000,0
HD 97658 b,Radial Velocity,9.49030000,0.00160000,-0.00560000,0,7.55000,0.83000,-0.79000,0
Kepler-51 d,Transit,130.19400000,0.00500000,-0.00200000,0,7.60000,1.10000,-1.10000,0
Kepler-68 b,Transit,5.39880000,,,0,7.65000,1.37000,-1.32000,0
Kepler-32 c,Transit,8.75200000,,,0,7.70000,5.00000,-3.80000,0
EPIC 220674823 b,Transit,0.57100000,,,0,7.72000,0.80000,-0.79000,0
TOI-178 f,Transit,15.23191500,0.00011500,-0.00009500,0,7.72000,1.67000,-1.52000,0
55 Cnc e,Radial Velocity,0.73700000,,,0,7.74000,0.37000,-0.30000,0
HD 5278 b,Transit,14.33915600,0.00004900,-0.00004700,0,7.80000,1.50000,-1.40000,0
HD 93963 A b,Transit,1.03913530,0.00000490,-0.00000490,0,7.80000,3.20000,-3.20000,0
K2-36 c,Transit,5.34088800,0.00008600,-0.00008600,0,7.80000,2.30000,-2.30000,0
KOI-94 c,Transit,10.42400000,,,0,7.80000,3.00000,-2.40000,0
55 Cnc e,Radial Velocity,0.73654370,0.00000520,-0.00000520,0,7.81000,0.58000,-0.53000,0
HD 97658 b,Radial Velocity,9.49090000,0.00160000,-0.00150000,0,7.86000,0.73000,-0.73000,0
K2-138 d,Transit,5.40479000,0.00021000,-0.00021000,0,7.92000,1.39000,-1.35000,0
Kepler-48 d,Transit,42.89610000,,,0,7.93000,4.60000,-4.60000,0
HD 28109 c,Transit,56.00819000,0.00194000,-0.00202000,0,7.94300,4.22700,-3.04600,0
K2-18 b,Transit,32.93963000,0.00010000,-0.00010000,0,7.96000,1.91000,-1.91000,0
55 Cnc e,Radial Velocity,0.73654740,0.00000130,-0.00000140,0,7.99000,0.32000,-0.33000,0
HD 191939 c,Transit,28.57974300,0.00004500,-0.00004500,0,8.00000,1.00000,-1.00000,0
K2-216 b,Transit,2.17480000,0.00005000,-0.00005000,0,8.00000,1.60000,-1.60000,0
Kepler-11 e,Transit,31.99960000,0.00080000,-0.00120000,0,8.00000,1.50000,-2.10000,0
Kepler-223 d,Transit,14.78869000,0.00030000,-0.00027000,0,8.00000,1.50000,-1.30000,0
Kepler-49 b,Transit,7.20400000,,,0,8.00000,1.90000,-1.60000,0
Kepler-78 b,Transit,0.35500744,0.00000006,-0.00000006,0,8.00000,,,1
55 Cnc e,Radial Velocity,0.73653900,0.00000700,-0.00000700,0,8.08000,0.31000,-0.31000,0
Kepler-36 c,Transit,16.23855000,0.00038000,-0.00054000,0,8.08000,0.60000,-0.46000,0
55 Cnc e,Radial Velocity,0.73654780,0.00000160,-0.00000120,0,8.09479,0.26061,-0.25743,0
K2-3 b,Transit,10.05403000,0.00260000,-0.00250000,0,8.10000,2.00000,-1.90000,0
K2-32 c,Transit,20.66093000,0.00080000,-0.00079000,0,8.10000,2.40000,-2.40000,0
K2-32 c,Transit,20.65614000,0.00598000,-0.00598000,0,8.10000,,,1
Kepler-106 d,Transit,23.98020000,,,0,8.10000,,,1
TOI-1246 b,Transit,4.30744000,0.00002000,-0.00002000,0,8.10000,1.10000,-1.10000,0
HD 15337 c,Transit,17.17840000,0.00160000,-0.00160000,0,8.11000,1.82000,-1.69000,0
55 Cnc e,Radial Velocity,0.73655150,0.00000150,-0.00000150,0,8.13928,0.23201,-0.23201,0
GJ 1214 b,Transit,1.58040433,0.00000013,-0.00000013,0,8.17000,0.43000,-0.43000,0
Kepler-50 c,Transit,9.37613680,0.00005600,-0.00005600,0,8.20000,,,1
Kepler-131 c,Transit,25.51690000,,,0,8.25000,5.90000,-5.90000,0
HD 97658 b,Radial Velocity,9.48971160,0.00000080,-0.00000080,0,8.30000,1.10000,-1.10000,0
K2-38 c,Transit,10.56103000,0.00090000,-0.00090000,0,8.30000,1.30000,-1.30000,0
Kepler-49 c,Transit,10.91300000,,,0,8.30000,2.70000,-2.20000,0
Kepler-68 b,Transit,5.39876300,0.00000400,-0.00000400,0,8.30000,2.20000,-2.40000,0
HD 23472 b,Transit,17.66708700,0.00004200,-0.00004200,0,8.32000,0.78000,-0.79000,0
HD 3167 c,Transit,29.84622000,0.00098000,-0.00091000,0,8.33000,1.79000,-1.85000,0
EPIC 220674823 b,Transit,0.57129200,0.00001200,-0.00001300,0,8.36000,0.96000,-0.94000,0
55 Cnc e,Radial Velocity,0.73654600,0.00000300,-0.00000300,0,8.37000,0.38000,-0.38000,0
CoRoT-7 c,Radial Velocity,3.69800000,0.00300000,-0.00300000,0,8.40000,0.90000,-0.90000,0
GJ 3634 b,Radial Velocity,2.64561000,0.00066000,-0.00066000,0,8.40000,4.00000,-1.50000,0
K2-3 b,Transit,10.05429000,0.00022000,-0.00022000,0,8.40000,2.10000,-2.10000,0
Kepler-11 e,Transit,31.99590000,0.00028000,-0.00028000,0,8.40000,2.50000,-1.90000,0
Kepler-19 b,Transit,9.28716000,0.00004000,-0.00006000,0,8.40000,1.60000,-1.50000,0
Kepler-96 b,Transit,16.23850000,,,0,8.46000,3.40000,-3.40000,0
Kepler-120 b,Transit,6.31300000,,,0,8.50000,9.70000,-7.50000,0
Kepler-338 e,Transit Timing Variations,9.34100000,,,0,8.50000,7.20000,-6.30000,0
TOI-1260 b,Transit,3.12746300,0.00000500,-0.00000500,0,8.56000,1.54000,-1.54000,0
K2-111 b,Transit,5.35117000,0.00055000,-0.00055000,0,8.60000,3.90000,-3.90000,0
Kepler-107 e,Transit,14.74914300,0.00001900,-0.00001900,0,8.60000,3.60000,-3.60000,0
Kepler-49 b,Transit,7.20400000,,,0,8.60000,1.90000,-1.70000,0
LTT 3780 c,Transit,12.25190000,0.00280000,-0.00300000,0,8.60000,1.60000,-1.30000,0
TOI-1260 b,Transit,3.12748000,0.00004700,-0.00003800,0,8.60000,1.40000,-1.50000,0
55 Cnc e,Radial Velocity,0.73654000,0.00000300,-0.00000300,0,8.63000,0.35000,-0.35000,0
K2-18 b,Transit,32.94004500,0.00001000,-0.00001000,0,8.63000,1.35000,-1.35000,0
KOI-142 b,Transit,10.95416000,0.00011000,-0.00013000,0,8.70000,2.50000,-2.50000,0
Kepler-113 c,Transit,8.92507000,,,0,8.70000,,,1
Kepler-20 b,Transit,3.69612190,0.00000430,-0.00000640,0,8.70000,2.10000,-2.20000,0
Kepler-25 b,Transit,6.23829700,0.00001700,-0.00001700,0,8.70000,2.50000,-2.30000,0
LHS 1815 b,Transit,3.81433000,0.00003000,-0.00003000,0,8.70000,,,1
EPIC 249893012 b,Transit,3.59510000,0.00030000,-0.00030000,0,8.75000,1.09000,-1.08000,0
HD 15337 c,Transit,17.17840000,0.00160000,-0.00150000,0,8.79000,1.68000,-1.68000,0
Kepler-184 c,Transit,20.30300000,,,0,8.80000,7.40000,-5.70000,0
Kepler-28 b,Transit,5.91200000,,,0,8.80000,3.80000,-3.10000,0
Kepler-30 b,Transit,29.32300000,,,0,8.80000,0.60000,-0.50000,0
Kepler-307 b,Transit,10.41600000,,,0,8.80000,0.90000,-0.90000,0
TOI-1246 c,Transit,5.90414400,0.00008300,-0.00008300,0,8.80000,1.20000,-1.20000,0
TOI-269 b,Transit,3.69771040,0.00000370,-0.00000370,0,8.80000,1.40000,-1.40000,0
Kepler-307 b,Transit,10.42100000,,,0,8.81000,0.92000,-0.91000,0
HD 136352 d,Radial Velocity,107.24500000,0.05000000,-0.05000000,0,8.82000,0.93000,-0.92000,0
HD 213885 b,Transit,1.00803500,0.00002100,-0.00002000,0,8.83000,0.66000,-0.65000,0
HD 97658 b,Radial Velocity,9.49090000,0.00160000,-0.00160000,0,8.88263,1.23087,-1.23087,0
K2-266 d,Transit,14.69700000,0.00034000,-0.00035000,0,8.90000,5.70000,-3.80000,0
Kepler-50 b,Transit,7.81251240,0.00005200,-0.00005200,0,8.90000,,,1
K2-18 b,Transit,32.93962300,0.00009500,-0.00010000,0,8.92000,1.70000,-1.60000,0
Kepler-102 e,Transit,16.14570000,,,0,8.93000,2.00000,-2.00000,0
EPIC 220674823 b,Transit,0.57133600,0.00002000,-0.00002000,0,9.00000,1.60000,-1.60000,0
KOI-1599.02,Transit,13.60880000,0.00060000,-0.00060000,0,9.00000,0.30000,-0.30000,0
Kepler-25 b,Transit,6.23900000,,,0,9.00000,2.40000,-2.20000,0
Kepler-62 b,Transit,5.71493200,0.00000900,-0.00000900,0,9.00000,,,1
TOI-1422 b,Transit,12.99720000,0.00060000,-0.00060000,0,9.00000,2.30000,-2.00000,0
Kepler-305 d,Transit,16.73900000,,,0,9.10000,6.10000,-3.80000,0
Kepler-57 c,Transit,11.60925670,0.00008600,-0.00008600,0,9.10000,,,1
TOI-969 b,Transit,1.82373050,0.00000200,-0.00000210,0,9.10000,1.00000,-1.00000,0
WASP-47 e,Transit,0.78963600,0.00001700,-0.00001700,0,9.10000,5.50000,-3.60000,0
KOI-3503 b,Transit,21.18500000,,,0,9.20000,,,1
TOI-763 c,Transit,12.27370000,0.00530000,-0.00770000,0,9.32000,1.02000,-1.02000,0
Kepler-107 c,Transit,4.90145200,0.00001000,-0.00001000,0,9.39000,1.77000,-1.77000,0
KOI-94 c,Transit,10.42368920,0.00000540,-0.00000540,0,9.40000,2.40000,-2.10000,0
Kepler-32 b,Transit,5.90100000,,,0,9.40000,3.60000,-3.10000,0
KOI-142 b,Transit,10.91647000,0.00014000,-0.00014000,0,9.50000,1.10000,-1.10000,0
Kepler-79 c,Transit,27.40230000,0.00004200,-0.00004200,0,9.50000,2.30000,-2.10000,0
TOI-125 b,Transit,4.65382000,0.00033000,-0.00031000,0,9.50000,0.88000,-0.88000,0
AU Mic c,Transit,18.85899100,,,0,9.60000,2.07000,-2.31000,0
Kepler-25 b,Transit,6.23850000,,,0,9.60000,4.20000,-4.20000,0
Kepler-33 f,Transit,41.02800000,,,0,9.60000,1.70000,-1.80000,0
TOI-836 c,Transit,8.59545000,0.00001000,-0.00001000,0,9.60000,2.70000,-2.50000,0
Kepler-36 c,Transit,16.23187130,0.00000940,-0.00000940,0,9.61000,0.79000,-0.89000,0
Kepler-33 f,Transit,41.02900000,,,0,9.65000,1.84000,-1.66000,0
K2-285 b,Transit,3.47174500,0.00004400,-0.00004600,0,9.68000,1.21000,-1.37000,0
HD 73583 c,Transit,18.87974000,0.00086000,-0.00074000,0,9.70000,1.80000,-1.70000,0
Kepler-103 b,Transit,15.96540000,,,0,9.70000,8.60000,-8.60000,0
Kepler-20 b,Transit,3.69611525,0.00000115,-0.00000087,0,9.70000,1.41000,-1.44000,0
Kepler-51 c,Transit,85.31300000,,,0,9.70000,2.60000,-2.10000,0
TOI-763 b,Transit,5.60570000,0.00130000,-0.00130000,0,9.79000,0.78000,-0.78000,0
HD 3167 c,Transit,29.84540000,0.00120000,-0.00120000,0,9.80000,1.30000,-1.24000,0
Kepler-48 c,Transit,9.67400000,,,0,9.80000,3.30000,-3.40000,0
K2-38 c,Transit,10.56103000,0.00090000,-0.00090000,0,9.90000,4.60000,-4.60000,0
TOI-431 d,Transit,12.46103000,0.00002000,-0.00002000,0,9.90000,1.53000,-1.49000,0
TOI-1075 b,Transit,0.60473280,0.00000320,-0.00000320,0,9.95000,1.36000,-1.30000,0
HD 191939 b,Transit,8.88032560,0.00000470,-0.00000470,0,10.00000,0.70000,-0.70000,0
K2-19 d,Transit,2.50810000,0.00020000,-0.00020000,0,10.00000,,,1
Kepler-37 b,Transit,13.36750000,,,0,10.00000,,,1
Kepler-20 d,Transit,77.61130017,0.00012305,-0.00011588,0,10.07000,3.97000,-3.70000,0
TOI-1634 b,Transit,0.98934360,0.00000200,-0.00000200,0,10.14000,0.95000,-0.95000,0
TOI-1062 b,Transit,4.11296000,0.00150000,-0.00150000,0,10.15000,0.81000,-0.84000,0
EPIC 249893012 d,Transit,35.74700000,0.00500000,-0.00500000,0,10.18000,2.46000,-2.42000,0
HD 73583 b,Transit,6.39804200,0.00000670,-0.00000620,0,10.20000,3.40000,-3.10000,0
K2-32 d,Transit,31.71540000,0.00220000,-0.00220000,0,10.30000,4.70000,-4.70000,0
KOI-3503 c,Transit,31.82800000,,,0,10.36000,,,1
HD 191939 b,Transit,8.88029000,0.00002000,-0.00002000,0,10.40000,0.90000,-0.90000,0
Kepler-21 b,Transit,2.78575500,0.00003100,-0.00003400,0,10.40000,,,1
MOA-2009-BLG-266L b,Microlensing,2800.00000000,2800.00000000,-500.00000000,0,10.40000,1.70000,-1.70000,0
MOA-2009-BLG-266L b,Microlensing,2800.00000000,2800.00000000,-500.00000000,0,10.40000,1.70000,-1.70000,0
WASP-47 d,Transit,9.03079000,0.00017000,-0.00017000,0,10.40000,8.40000,-8.40000,0
Kepler-106 c,Transit,13.57080000,,,0,10.44000,3.20000,-3.20000,0
KOI-94 b,Transit,3.74320800,0.00001500,-0.00001500,0,10.50000,4.60000,-4.60000,0
Kepler-305 b,Transit,5.48700000,,,0,10.50000,2.60000,-2.00000,0
Kepler-538 b,Transit,81.73778000,0.00013000,-0.00013000,0,10.60000,2.50000,-2.40000,0
HD 3167 c,Transit,29.84649480,0.00001570,-0.00001540,0,10.67000,0.85000,-0.81000,0
K2-285 e,Transit,14.76289000,0.00065000,-0.00061000,0,10.70000,,,1
HD 63935 b,Transit,9.05881100,0.00001700,-0.00001600,0,10.80000,1.80000,-1.80000,0
K2-19 c,Transit,11.89930000,0.00080000,-0.00080000,0,10.80000,0.60000,-0.60000,0
Kepler-411 e,Transit Timing Variations,31.50972800,0.00008500,-0.00008500,0,10.80000,1.10000,-1.10000,0
TOI-1759 b,Transit,18.85019000,0.00013000,-0.00013000,0,10.80000,1.50000,-1.50000,0
Kepler-94 b,Transit,2.50806000,,,0,10.84000,1.40000,-1.40000,0
K2-290 b,Transit,9.21165000,0.00033000,-0.00034000,0,10.90000,,,1
Kepler-28 c,Transit,8.98600000,,,0,10.90000,6.10000,-4.50000,0
Kepler-79 b,Transit,13.48450000,0.00020000,-0.00020000,0,10.90000,7.40000,-6.00000,0
Kepler-417 b,Transit Timing Variations,12.33100000,,,0,11.00000,9.30000,-7.90000,0
Kepler-549 b,Transit,42.95000000,,,0,11.00000,4.20000,-3.20000,0
KOI-1833 d,Transit,7.68500000,,,0,11.02000,,,1
HD 63935 c,Radial Velocity,21.40230000,0.00189000,-0.00194000,0,11.10000,2.40000,-2.40000,0
K2-3 d,Transit,44.57050000,0.00590000,-0.00590000,0,11.10000,3.50000,-3.50000,0
Kepler-351 c,Transit,57.24800000,,,0,11.10000,9.90000,-7.60000,0
Kepler-106 e,Transit,43.84450000,,,0,11.17000,5.80000,-5.80000,0
HD 183579 b,Transit,17.47127500,0.00000970,-0.00001530,0,11.20000,5.40000,-5.40000,0
HD 136352 c,Radial Velocity,27.59221000,0.00011000,-0.00011000,0,11.24000,0.65000,-0.63000,0
K2-233 b,Transit,2.46750000,0.00004000,-0.00004000,0,11.26000,,,1
HD 136352 c,Radial Velocity,27.59090000,0.00280000,-0.00310000,0,11.29000,0.73000,-0.69000,0
Kepler-30 b,Transit,29.33434000,0.00815000,-0.00815000,0,11.30000,1.40000,-1.40000,0
Kepler-79 d,Transit,52.09076700,0.00003200,-0.00003200,0,11.30000,2.20000,-2.20000,0
Kepler-83 c,Transit,20.09000000,,,0,11.40000,5.40000,-4.60000,0
K2-180 b,Transit,8.86650000,0.00030000,-0.00030000,0,11.44182,1.90697,-1.90697,0
HD 152843 b,Transit,11.62640000,0.00220000,-0.00250000,0,11.56000,6.58000,-6.14000,0
AU Mic b,Transit,8.46300000,0.00000200,-0.00000200,0,11.70000,5.00000,-5.00000,0
G 9-40 b,Transit,5.74600700,0.00000600,-0.00000600,0,11.70000,,,1
Kepler-113 b,Transit,4.75400000,,,0,11.70000,4.20000,-4.20000,0
Kepler-33 d,Transit,21.77600000,,,0,11.70000,10.00000,-7.40000,0
Kepler-161 c,Transit,7.06400000,,,0,11.80000,10.50000,-7.50000,0
TOI-1260 c,Transit,7.49325000,0.00015000,-0.00013000,0,11.80000,3.40000,-3.20000,0
HIP 116454 b,Transit,9.12050000,0.00050000,-0.00050000,0,11.82000,1.33000,-1.33000,0
