pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim
TrES-3 b,Transit,1.30619000,0.00001000,-0.00001000,0,610.23360,73.10090,-73.10090,0
WASP-106 b,Transit,9.28971500,0.00001000,-0.00001000,0,611.79700,24.15400,-24.15400,0
HAT-P-36 b,Transit,1.32734660,0.00000033,-0.00000033,0,611.82275,27.01555,-25.74423,0
KOI-3680 b,Transit,141.24167100,0.00008600,-0.00008600,0,613.41190,60.38770,-66.74430,0
TrES-3 b,Transit,1.30619000,,,0,615.95454,19.70546,-20.02329,0
HAT-P-15 b,Transit,10.86350000,0.00002700,-0.00002700,0,616.59020,95.34900,-95.34900,0
KELT-3 b,Transit,2.70339000,0.00001000,-0.00001000,0,616.59020,104.88390,-104.88390,0
TIC 237913194 b,Transit,15.16886500,0.00001800,-0.00001800,0,617.22586,29.24036,-28.92253,0
HAT-P-15 b,Transit,10.86350200,0.00002700,-0.00002700,0,618.47100,20.97600,-20.97600,0
HAT-P-15 b,Transit,10.86350200,0.00003700,-0.00003700,0,619.45067,25.42640,-24.79074,0
HD 82943 c,Radial Velocity,220.07800000,0.05100000,-0.05100000,0,622.60300,14.93700,-14.93700,0
HAT-P-23 b,Transit,1.21288287,0.00000017,-0.00000017,0,626.12510,38.13960,-38.13960,0
HATS-18 b,Transit,0.83784000,0.00000047,-0.00000047,0,629.14449,24.15508,-24.15508,0
HATS-18 b,Transit,0.83784340,0.00000047,-0.00000047,0,629.30340,24.47291,-24.47291,0
WASP-3 b,Transit,1.84683550,0.00000070,-0.00000070,0,629.30340,19.06980,-19.06980,0
WASP-189 b,Transit,2.72403300,,,0,632.47853,50.85255,-44.49598,0
HD 202696 b,Radial Velocity,517.80000000,8.90000000,-3.90000000,0,634.38868,69.92260,-31.78300,-1
WASP-43 b,Transit,0.81347398,0.00000004,-0.00000004,0,635.02434,25.10857,-25.10857,0
Kepler-76 b,Orbital Brightness Modulation,1.54492875,0.00000027,-0.00000027,0,635.63000,82.63000,-82.63000,0
Kepler-76 b,Orbital Brightness Modulation,1.54492870,0.00000027,-0.00000027,0,635.66000,85.81410,-82.63580,0
kap CrB b,Radial Velocity,1261.94000000,28.91000000,-23.97000000,0,635.66000,,,0
Kepler-47 b,Transit,49.53200000,0.04000000,-0.02700000,0,636.00000,,,1
K2-114 b,Transit,11.39093110,0.00000340,-0.00000340,0,638.83510,38.13941,-38.13941,0
TOI-1937 A b,Transit,0.94667944,0.00000047,-0.00000047,0,638.83510,54.03083,-50.85255,0
Kepler-76 b,Orbital Brightness Modulation,1.54492980,0.00000040,-0.00000040,0,638.83830,117.59710,-111.24050,0
WASP-100 b,Transit,2.84937500,0.00000800,-0.00000800,0,638.83830,38.13960,-34.96130,0
WASP-12 b,Transit,1.09142119,0.00000021,-0.00000021,0,638.83830,44.49620,-44.49620,0
Kepler-30 c,Transit,60.32310500,0.00024400,-0.00024400,0,640.00000,50.00000,-50.00000,0
WASP-100 b,Transit,2.84937500,0.00000800,-0.00000800,0,645.17000,38.14000,-38.14000,0
WASP-100 b,Transit,2.84937500,0.00000800,-0.00000800,0,645.19490,38.13960,-38.13960,0
WASP-3 b,Transit,1.84683730,0.00000140,-0.00000140,0,645.19490,38.13960,-38.13960,0
Kepler-5 b,Transit,3.54846900,0.00001500,-0.00001500,0,648.37320,15.25584,-13.03103,0
WASP-43 b,Transit,0.81347437,0.00000013,-0.00000013,0,651.55150,15.89150,-16.52716,0
WASP-61 b,Transit,3.85590000,0.00000300,-0.00000300,0,651.55150,57.20940,-54.03110,0
WASP-61 b,Transit,3.85590000,0.00000300,-0.00000300,0,654.70200,54.02900,-54.02900,0
WASP-3 b,Transit,1.84683500,0.00000200,-0.00000200,0,654.72980,41.31790,-41.31790,0
WASP-61 b,Transit,3.85589800,0.00000300,-0.00000300,0,654.72980,50.85280,-50.85280,0
Kepler-48 e,Radial Velocity,982.00000000,8.00000000,-8.00000000,0,657.00000,25.00000,-25.00000,0
Kepler-40 b,Transit,6.87316970,0.00000960,-0.00000960,0,657.90810,104.88390,-104.88390,0
HAT-P-23 b,Transit,1.21288287,0.00000017,-0.00000017,0,658.00000,38.00000,-38.00000,0
HAT-P-23 b,Transit,1.21288400,0.00000200,-0.00000200,0,664.23700,35.27800,-35.27800,0
HAT-P-23 b,Transit,1.21288400,,,0,664.26470,34.96130,-34.96130,0
WASP-33 b,Transit,1.21987000,0.00000100,-0.00000100,0,665.21819,44.17837,-44.17837,0
WASP-46 b,Transit,1.43037000,0.00000230,-0.00000230,0,667.73300,23.20100,-23.20100,0
nu Oct A b,Radial Velocity,414.80000000,3.60000000,-2.60000000,0,670.61794,6.35657,-6.35657,0
Kepler-5 b,Transit,3.54846570,0.00000070,-0.00000070,0,670.93913,21.29461,-27.33338,0
Kepler-5 b,Transit,3.54846000,0.00003200,-0.00003200,0,671.86400,17.79800,-18.75100,0
Kepler-40 b,Transit,6.87349000,0.00064000,-0.00064000,0,673.79960,114.41880,-114.41880,0
Kepler-5 b,Transit,3.54846250,0.00000100,-0.00000100,0,675.70658,30.19385,-29.55819,0
WASP-164 b,Transit,1.77712550,0.00000280,-0.00000280,0,676.97790,38.13960,-41.31790,0
WASP-53 b,Transit,3.30984430,0.00000200,-0.00000200,0,677.61356,29.24036,-29.87602,0
WASP-8 b,Transit,8.15871500,0.00001600,-0.00001600,0,677.61356,25.42640,-25.74423,0
HAT-P-22 b,Transit,3.21222000,0.00000900,-0.00000900,0,682.35200,19.38700,-19.38700,0
HAT-P-31 b,Transit,5.00542500,0.00009200,-0.00009200,0,682.38101,28.60470,-24.79074,0
HAT-P-22 b,Transit,3.21223120,0.00000120,-0.00000120,0,682.69884,19.70546,-19.70546,0
Kepler-323 b,Transit,1.67800000,,,0,684.40000,494.20000,-293.50000,0
Kepler-40 b,Transit,6.87316970,0.00000960,-0.00000960,0,686.51280,139.84520,-139.84520,0
NGTS-10 b,Transit,0.76689440,0.00000030,-0.00000030,0,687.14846,29.24036,-34.00781,0
HATS-15 b,Transit,1.74748753,0.00000094,-0.00000094,0,689.69110,47.67450,-47.67450,0
kap CrB b,Radial Velocity,1300.00000000,15.00000000,-15.00000000,0,689.69110,,,0
HAT-P-31 b,Transit,5.00542500,0.00009100,-0.00009200,0,689.98000,33.37100,-24.47200,0
HAT-P-22 b,Transit,3.21222000,0.00000900,-0.00000900,0,690.32676,17.48065,-17.79848,0
HAT-P-56 b,Transit,2.79083270,0.00000470,-0.00000470,0,692.86940,79.45750,-79.45750,0
WASP-87 b,Transit,1.68279500,0.00000190,-0.00000190,0,692.86940,47.67450,-47.67450,0
HAT-P-22 b,Transit,3.21223328,0.00000058,-0.00000058,0,696.68336,24.47291,-24.47291,0
Kepler-40 b,Transit,6.87349000,0.00064000,-0.00064000,0,699.20000,127.10000,-127.10000,0
WASP-8 b,Transit,8.20000000,,,0,699.20000,,,0
HAT-P-49 b,Transit,2.69155000,0.00000600,-0.00000600,0,699.22600,187.51970,-187.51970,0
CoRoT-21 b,Transit,2.72474000,0.00014000,-0.00014000,0,705.58260,177.98480,-177.98480,0
WASP-71 b,Transit,2.90367470,0.00000680,-0.00000680,0,706.21826,24.79074,-24.79074,0
HAT-P-14 b,Transit,4.62766900,0.00000500,-0.00000500,0,709.36700,18.75100,-18.75100,0
HAT-P-14 b,Transit,4.62766900,0.00000500,-0.00000500,0,709.39656,18.43414,-18.43414,0
HATS-52 b,Transit,1.36665436,0.00000094,-0.00000094,0,711.93920,47.67450,-47.67450,0
WASP-8 b,Transit,8.15872400,0.00001400,-0.00001500,0,711.93920,34.96130,-38.13960,0
WASP-71 b,Transit,2.90367470,0.00000680,-0.00000680,0,712.54500,25.42500,-25.42500,0
WASP-8 b,Transit,8.15871500,0.00001600,-0.00001500,0,713.18000,25.10800,-29.55700,0
GJ 896 A b,Astrometry,284.39000000,1.47000000,-1.47000000,0,718.29220,181.16219,-181.16219,0
CoRoT-21 b,Transit,2.72474000,0.00014000,-0.00014000,0,718.29580,98.52730,-98.52730,0
HATS-24 b,Transit,1.34849780,0.00000090,-0.00000090,0,718.29580,54.03110,-54.03110,0
TOI-3331 A b,Transit,2.01802310,0.00000430,-0.00000440,0,721.47048,50.85255,-50.85255,0
HAT-P-31 b,Transit,5.00542000,0.00009100,-0.00009100,0,721.47410,266.97720,-266.97720,0
HAT-P-14 b,Transit,4.62766910,0.00000500,-0.00000500,0,721.79193,26.37989,-26.37989,0
GJ 876 b,Radial Velocity,61.11660000,0.00860000,-0.00860000,0,723.22350,1.43020,-1.43020,0
NN Ser d,Eclipse Timing Variations,2830.00000000,130.00000000,-130.00000000,0,724.62200,120.77000,-120.77000,0
HAT-P-14 b,Transit,4.62764900,0.00000800,-0.00000800,0,724.65240,22.24810,-22.24810,0
WASP-36 b,Transit,1.53736423,0.00000057,-0.00000057,0,726.55938,20.97678,-20.97678,0
WASP-77 A b,Transit,1.36003000,0.00000200,-0.00000200,0,727.83070,104.88390,-104.88390,0
WASP-36 b,Transit,1.53736390,0.00000140,-0.00000140,0,729.41985,18.43414,-18.43414,0
WASP-36 b,Transit,1.53736530,0.00000260,-0.00000260,0,729.73768,21.61244,-21.29461,0
NY Vir b,Eclipse Timing Variations,2900.00000000,,,0,730.97800,95.34500,-95.34500,0
NN Ser d,Eclipse Timing Variations,2883.50000000,182.50000000,-182.50000000,0,731.00000,158.90000,-158.90000,0
TOI-1518 b,Transit,1.90260300,0.00001100,-0.00001100,0,731.00534,,,1
TOI-1820 b,Transit,4.86067400,0.00000500,-0.00000500,0,731.00534,63.56568,-63.56568,0
TOI-2046 b,Transit,1.49718420,0.00000310,-0.00000330,0,731.00534,88.99195,-88.99195,0
HAT-P-11 c,Radial Velocity,3397.00000000,71.00000000,-64.00000000,0,731.00900,222.48100,-158.91500,0
WASP-192 b,Transit,2.87867650,0.00000280,-0.00000280,0,731.00900,50.85280,-50.85280,0
WASP-72 b,Transit,2.21673000,0.00000200,-0.00000200,0,731.00900,222.48100,-222.48100,0
WASP-36 b,Transit,1.53736530,0.00000260,-0.00000260,0,731.93200,21.61200,-21.61200,0
HAT-P-14 b,Transit,4.62768200,0.00000300,-0.00000300,0,731.96249,17.16282,-17.16282,0
TOI-4562 b,Transit,225.11781000,0.00025000,-0.00022000,0,732.00000,152.00000,-149.00000,0
POTS-1 b,Transit,3.16062960,0.00000157,-0.00000157,0,734.16000,244.72000,-244.72000,0
TOI-4791 b,Transit,4.28088000,0.00002200,-0.00002300,0,734.18362,101.70509,-104.88337,0
HAT-P-56 b,Transit,2.79083000,0.00000500,-0.00000500,0,734.18730,139.84520,-139.84520,0
WASP-66 b,Transit,4.08605200,0.00000700,-0.00000700,0,737.33500,41.31600,-41.31600,0
WASP-66 b,Transit,4.08605200,0.00000700,-0.00000700,0,737.36560,41.31790,-41.31790,0
CoRoT-11 b,Transit,2.99433000,0.00001100,-0.00001100,0,740.51000,108.06000,-108.06000,0
CoRoT-11 b,Transit,2.99433000,0.00001100,-0.00001100,0,743.72220,123.95370,-123.95370,0
Kepler-17 b,Transit,1.48571080,0.00000020,-0.00000020,0,743.72220,28.28687,-77.86835,0
WASP-66 b,Transit,4.08605000,0.00000700,-0.00000700,0,746.90050,311.47340,-311.47340,0
Kepler-203 c,Transit,5.37100000,,,0,749.90000,419.10000,-344.70000,0
NGTS-21 b,Transit,1.54338970,0.00000160,-0.00000160,0,750.07504,66.74397,-66.74397,0
WASP-36 b,Transit,1.53736596,0.00000024,-0.00000024,0,750.39663,22.24810,-22.24810,0
TOI-1333 b,Transit,4.72021900,0.00001100,-0.00001100,0,753.25710,76.27920,-76.27920,0
WASP-66 b,Transit,4.08605200,0.00000700,-0.00000700,0,753.25710,44.49620,-44.49620,0
HATS-12 b,Transit,3.14283300,0.00001100,-0.00001100,0,756.43540,34.96130,-34.96130,0
NGTS-3 A b,Transit,1.67537280,0.00000300,-0.00000300,0,756.43540,82.63580,-82.63580,0
HATS-12 b,Transit,3.14283470,0.00000220,-0.00000220,0,759.61370,27.65121,-27.65121,0
MOA-2011-BLG-293L b,Microlensing,3000.00000000,,,0,760.00000,480.00000,-300.00000,0
MOA-2011-BLG-293L b,Microlensing,3000.00000000,,,0,760.00000,480.00000,-300.00000,0
MOA-2011-BLG-293L b,Microlensing,550.00000000,,,0,760.00000,480.00000,-300.00000,0
MOA-2011-BLG-293L b,Microlensing,550.00000000,,,0,760.00000,480.00000,-300.00000,0
HD 145934 b,Radial Velocity,2751.53433458,48.76202748,-49.34891125,0,762.59821,415.20563,-119.49901,0
nu Oct A b,Radial Velocity,417.00000000,1.00000000,-2.00000000,0,762.78818,63.56568,-95.34852,0
Kepler-539 c,Transit Timing Variations,1000.00000000,,,-1,762.79200,381.39600,-381.39600,0
CoRoT-17 b,Transit,3.76810000,0.00030000,-0.00030000,0,765.97030,85.81410,-82.63580,0
HD 66428 c,Radial Velocity,10478.84436542,3362.50247787,-1953.18726553,0,768.28680,105.91322,-547.42818,0
CoRoT-17 b,Transit,3.76810000,0.00030000,-0.00030000,0,772.29000,95.34000,-95.34000,0
WASP-3 b,Transit,1.84683000,0.00000200,-0.00000200,0,772.32690,168.44990,-168.44990,0
WASP-99 b,Transit,5.75251000,0.00004000,-0.00004000,0,772.32690,117.59710,-117.59710,0
HATS-24 b,Transit,1.34849540,0.00000130,-0.00000130,0,775.50520,57.20940,-57.20940,0
WASP-140 b,Transit,2.23598350,0.00000080,-0.00000080,0,775.50520,22.24810,-22.24810,0
Kepler-17 b,Transit,1.48571080,0.00000020,-0.00000020,0,778.65000,34.96000,-34.96000,0
CoRoT-17 b,Transit,3.76810000,0.00030000,-0.00030000,0,781.86180,82.63580,-76.27920,0
Qatar-2 b,Transit,1.33711677,0.00000010,-0.00000010,0,783.76878,19.70546,-19.70546,0
HAT-P-22 b,Transit,3.21222000,0.00000900,-0.00000900,0,785.04010,101.70560,-101.70560,0
Kepler-17 b,Transit,1.48571091,0.00000021,-0.00000021,0,785.04010,38.13960,-34.96130,0
Qatar-2 b,Transit,1.33711647,0.00000026,-0.00000026,0,785.04010,16.52716,-16.52716,0
Qatar-2 b,Transit,1.33711820,0.00000370,-0.00000370,0,790.41000,27.33200,-27.33200,0
CoRoT-11 b,Transit,2.99432500,0.00002100,-0.00002100,0,791.39670,85.81410,-85.81410,0
WASP-161 b,Transit,5.40604250,0.00000480,-0.00000480,0,791.39670,66.74430,-66.74430,0
Qatar-2 b,Transit,1.33711647,0.00000026,-0.00000026,0,792.63500,17.16200,-17.16200,0
GJ 317 b,Radial Velocity,692.00000000,2.00000000,-2.00000000,0,794.50000,222.50000,-127.10000,0
Kepler-419 b,Transit,69.75460000,0.00070000,-0.00090000,0,794.50000,95.30000,-95.30000,0
TOI-942 c,Transit,10.15643000,0.00006900,-0.00007900,0,794.57500,,,1
TOI-150.01,Transit,5.85748700,0.00008900,-0.00009700,0,797.75330,38.13960,-38.13960,0
GJ 876 b,Radial Velocity,60.83000000,0.01900000,-0.01900000,0,804.07600,2.54300,-2.54300,0
WASP-8 b,Transit,8.15872000,0.00001500,-0.00001500,0,807.28820,104.88390,-104.88390,0
Kepler-419 b,Transit,69.75470000,0.00090000,-0.00090000,0,820.00140,247.90740,-238.37250,0
TIC 172900988 b,Transit,188.83500000,0.09200000,-0.09200000,0,823.90000,4.80000,-4.80000,0
Qatar-2 b,Transit,1.33711655,0.00000004,-0.00000004,0,826.35800,286.04700,-286.04700,0
TOI-942 b,Transit,4.32419000,0.00003000,-0.00003000,0,826.35800,,,1
MOA-2009-BLG-387L b,Microlensing,1980.00000000,790.00000000,-590.00000000,0,830.00000,1300.00000,-510.00000,0
MOA-2009-BLG-387L b,Microlensing,1980.00000000,790.00000000,-590.00000000,0,830.00000,1300.00000,-510.00000,0
CoRoT-11 b,Transit,2.99432500,0.00002100,-0.00002100,0,832.71460,187.51970,-197.05460,0
HATS-76 b,Transit,1.94164230,0.00000140,-0.00000140,0,835.57088,28.28673,-28.28673,0
WASP-32 b,Transit,2.71866000,0.00000200,-0.00000200,0,835.89290,260.62060,-260.62060,0
TIC 172900988 b,Transit,193.96500000,0.07800000,-0.07800000,0,837.00000,4.70000,-4.70000,0
GJ 876 b,Radial Velocity,61.06500000,0.01200000,-0.01200000,0,839.04000,,,0
WASP-38 b,Transit,6.87181500,0.00004500,-0.00004500,0,841.61384,18.11631,-18.43414,0
GJ 876 b,Radial Velocity,61.08700000,0.01100000,-0.01200000,0,845.30000,16.60000,-15.00000,0
TIC 172900988 b,Transit,190.37500000,0.05300000,-0.05300000,0,845.70000,4.70000,-4.70000,0
WASP-61 b,Transit,3.85590000,0.00000300,-0.00000300,0,851.78440,266.97720,-266.97720,0
WASP-141 b,Transit,3.31065100,0.00000500,-0.00000500,0,854.96270,47.67450,-47.67450,0
WASP-38 b,Transit,6.87181500,0.00004500,-0.00004200,0,855.24500,18.43300,-18.43300,0
Kepler-23 c,Transit,10.74210000,,,0,858.10000,,,1
WASP-38 b,Transit,6.90000000,,,0,858.10000,,,0
OGLE-TR-132 b,Transit,1.68986531,0.00000064,-0.00000064,0,858.14100,1080.62200,-476.74500,0
WASP-38 b,Transit,6.87188000,0.00001000,-0.00001000,0,861.31930,22.24810,-22.24810,0
CoRoT-10 b,Transit,13.24060000,0.00020000,-0.00020000,0,867.67590,44.49620,-44.49620,0
TIC 172900988 b,Transit,198.85600000,0.09900000,-0.09900000,0,869.70000,5.00000,-5.00000,0
HATS-22 b,Transit,4.72281240,0.00000520,-0.00000520,0,870.85420,34.96130,-34.96130,0
CoRoT-10 b,Transit,13.24060000,0.00020000,-0.00020000,0,874.00000,50.85000,-50.85000,0
KELT-16 b,Transit,0.96899510,0.00000240,-0.00000240,0,874.03250,50.85280,-47.67450,0
TOI-2180 b,Transit,260.79000000,0.59000000,-0.58000000,0,875.61726,27.65107,-25.74410,0
WASP-99 b,Transit,5.75251000,0.00004000,-0.00004000,0,883.53000,41.32000,-41.32000,0
CoRoT-10 b,Transit,13.24060000,0.00020000,-0.00020000,0,883.56740,47.67450,-47.67450,0
WASP-158 b,Transit,3.65633300,0.00000400,-0.00000400,0,886.74570,73.10090,-73.10090,0
CoRoT-23 b,Transit,3.63130000,0.00010000,-0.00010000,0,889.90000,95.30000,-95.30000,0
WASP-99 b,Transit,5.75251000,0.00004000,-0.00004000,0,889.92400,41.31790,-41.31790,0
Kepler-433 b,Transit,5.33408380,0.00000110,-0.00000110,0,893.10230,143.02350,-130.31030,0
Kepler-433 b,Transit,5.33408384,0.00000110,-0.00000110,0,896.24000,165.26000,-165.26000,0
TOI-2152 A b,Transit,3.37735120,0.00000600,-0.00000610,0,899.45439,120.77479,-117.59651,0
Kepler-434 b,Transit,12.87470990,0.00000500,-0.00000500,0,908.96000,111.24000,-111.24000,0
WASP-73 b,Transit,4.08722000,0.00022000,-0.00022000,0,908.99380,292.40360,-292.40360,0
KELT-9 b,Transit,1.48112350,0.00000110,-0.00000110,0,915.35040,266.97720,-266.97720,0
CoRoT-30 b,Transit,9.06005000,0.00024000,-0.00024000,0,921.70700,69.92260,-69.92260,0
NGTS-9 b,Transit,4.43527000,0.00002000,-0.00002000,0,921.70700,54.03110,-54.03110,0
CoRoT-6 b,Transit,8.88659300,0.00004000,-0.00004000,0,937.59850,88.99240,-88.99240,0
CoRoT-6 b,Transit,8.88659300,0.00000400,-0.00000400,0,940.74000,108.06000,-108.06000,0
CoRoT-6 b,Transit,8.88659300,0.00000400,-0.00000400,0,940.77680,108.06220,-108.06220,0
WASP-10 b,Transit,3.09276360,0.00000940,-0.00002100,0,940.77680,69.92260,-54.03110,0
TIC 172900988 b,Transit,200.45200000,0.01100000,-0.01100000,0,942.00000,5.60000,-5.60000,0
NGTS-20 b,Transit,54.18915000,0.00015000,-0.00015000,0,947.12865,50.85255,-47.67426,0
Kepler-434 b,Transit,12.87470990,0.00000100,-0.00000100,0,947.13340,98.52730,-92.17070,0
EPIC 246851721 b,Transit,6.18023500,0.00001400,-0.00001400,0,953.49000,349.61300,-381.39600,0
Kepler-93 c,Radial Velocity,1460.00000000,,,-1,954.00000,,,-1
Kepler-43 b,Transit,3.02409220,0.00000016,-0.00000016,0,962.98000,57.21000,-57.21000,0
CoRoT-23 b,Transit,3.63130000,0.00010000,-0.00010000,0,972.55980,101.70560,-98.52730,0
TIC 172900988 b,Transit,204.04600000,0.05700000,-0.05700000,0,981.30000,5.70000,-5.70000,0
CoRoT-23 b,Transit,3.63130000,0.00010000,-0.00010000,0,982.09470,104.88390,-104.88390,0
Kepler-43 b,Transit,3.02409330,0.00000270,-0.00000270,0,982.09470,66.74430,-66.74430,0
MASCARA-4 b,Transit,2.82406000,0.00003000,-0.00003000,0,985.27300,286.04700,-286.04700,0
TOI-1431 b,Transit,2.65023700,0.00000300,-0.00000300,0,991.62463,57.20911,-57.20911,0
Kepler-43 b,Transit,3.02409309,0.00000020,-0.00000020,0,994.77000,31.78000,-31.78000,0
Kepler-43 b,Transit,3.02409309,0.00000020,-0.00000020,0,997.98620,27.65121,-27.96904,0
HATS-57 b,Transit,2.35062100,0.00000130,-0.00000130,0,1000.21101,23.20159,-23.20159,0
WASP-10 b,Transit,3.09276160,0.00001120,-0.00001120,0,1001.12000,41.32000,-34.96000,0
TOI-1516 b,Transit,2.05601400,0.00000200,-0.00000200,0,1004.33777,38.13941,-38.13941,0
WASP-10 b,Transit,3.09276160,0.00000100,-0.00000100,0,1004.34280,82.63580,-82.63580,0
HD 17156 b,Radial Velocity,21.21639790,0.00001590,-0.00001590,0,1014.15300,10.48800,-10.48800,0
WASP-10 b,Transit,3.10000000,,,0,1017.00000,,,0
WASP-10 b,Transit,3.09272932,0.00000032,-0.00000032,0,1020.23430,73.10090,-76.27920,0
HIP 65 A b,Transit,0.98097340,0.00000310,-0.00000310,0,1021.18779,24.79074,-24.79074,0
HATS-36 b,Transit,4.17523870,0.00000220,-0.00000220,0,1022.14128,19.70546,-19.70546,0
HD 17156 b,Radial Velocity,21.21663000,0.00045000,-0.00045000,0,1023.37000,25.43000,-25.43000,0
Kepler-43 b,Transit,3.02409500,0.00002100,-0.00002100,0,1026.55000,60.39000,-60.39000,0
Kepler-43 b,Transit,3.02409490,0.00000060,-0.00000060,0,1026.59090,82.63580,-82.63580,0
HD 17156 b,Radial Velocity,21.21639800,0.00001600,-0.00001600,0,1028.18005,10.17056,-10.17056,0
eps Ind A b,Radial Velocity,16510.00000000,2100.00000000,-1740.00000000,0,1032.94750,123.95370,-206.58950,0
TOI-5153 b,Transit,20.33003000,0.00007000,-0.00007000,0,1036.12061,57.20911,-54.03083,0
HD 17156 b,Radial Velocity,21.21639800,0.00001600,-0.00001600,0,1036.76146,36.23262,-36.23262,0
CoRoT-18 b,Transit,1.90006930,0.00000280,-0.00000280,0,1039.30410,54.03110,-54.03110,0
HATS-16 b,Transit,2.68650200,0.00001100,-0.00001100,0,1039.30410,60.38770,-60.38770,0
WASP-33 b,Transit,1.21987016,0.00014000,-0.00014000,0,1042.48240,232.01590,-232.01590,0
CoRoT-18 b,Transit,1.90009000,0.00000050,-0.00000050,0,1048.83900,60.38770,-60.38770,0
CoRoT-2 b,Transit,1.74299673,0.00000031,-0.00000031,0,1048.83900,60.38770,-57.20940,0
OGLE-TR-56 b,Transit,1.21191096,0.00000065,-0.00000065,0,1048.83900,1271.32000,-508.52800,0
CoRoT-2 b,Transit,1.74299640,0.00000170,-0.00000170,0,1051.97300,50.85100,-50.85100,0
CoRoT-2 b,Transit,1.74299750,0.00000020,-0.00000020,0,1052.01730,50.85280,-50.85280,0
HAT-P-34 b,Transit,5.45265400,0.00001600,-0.00001600,0,1057.69400,67.05900,-67.05900,0
HAT-P-34 b,Transit,5.45265400,0.00001600,-0.00001600,0,1058.37390,66.74430,-63.56600,0
TOI-1107 b,Transit,4.07823870,0.00000240,-0.00000250,0,1064.72516,57.20911,-57.20911,0
HD 72659 b,Radial Velocity,3549.39853518,18.95928835,-15.59602648,0,1071.53588,700.08795,-152.91331,0
KELT-20 b,Transit,3.47410850,0.00000190,-0.00000190,0,1074.90106,,,1
GJ 463 b,Radial Velocity,3448.00000000,110.00000000,-88.00000000,0,1080.61658,95.34852,-95.34852,0
HATS-61 b,Transit,7.81795300,0.00002400,-0.00002400,0,1080.62200,44.49620,-44.49620,0
HAT-P-14 b,Transit,4.62767000,0.00000500,-0.00000500,0,1093.33520,200.23290,-200.23290,0
WASP-38 b,Transit,6.87188000,0.00001000,-0.00001000,0,1093.33520,114.41880,-114.41880,0
CoRoT-18 b,Transit,1.90006930,0.00000280,-0.00000280,0,1099.69180,120.77540,-120.77540,0
CoRoT-18 b,Transit,1.90006930,0.00000280,-0.00000280,0,1102.82000,120.77000,-120.77000,0
CoRoT-2 b,Transit,1.74299350,0.00000100,-0.00000100,0,1102.82000,69.92000,-69.92000,0
WASP-173 A b,Transit,1.38665290,0.00000270,-0.00000270,0,1102.87010,47.67450,-44.49620,0
WASP-32 b,Transit,2.71865910,0.00000240,-0.00000240,0,1109.22670,38.13960,-34.96130,0
TOI-2589 b,Transit,61.62770000,0.00020000,-0.00020000,0,1112.39942,31.78284,-31.78284,0
HD 17156 b,Radial Velocity,21.21663000,0.00045000,-0.00045000,0,1115.58330,66.74430,-66.74430,0
CoRoT-2 b,Transit,1.74299350,0.00000100,-0.00000100,0,1134.65310,50.85280,-50.85280,0
HAT-P-69 b,Transit,4.78694910,0.00000180,-0.00000210,0,1137.83140,184.34140,-184.34140,0
WASP-32 b,Transit,2.71865900,0.00000800,-0.00000800,0,1144.14000,22.24700,-22.24700,0
GJ 463 b,Radial Velocity,3448.00000000,110.00000000,-88.00000000,0,1144.18227,127.13136,-127.13136,0
TOI-2025 b,Transit,8.87209820,0.00000770,-0.00000770,0,1144.18227,104.88337,-104.88337,0
K2-33 b,Transit,5.42513000,0.00028000,-0.00029000,0,1144.18800,,,1
WASP-32 b,Transit,2.71865900,0.00000800,-0.00000800,0,1144.18800,22.24810,-22.24810,0
TOI-558 b,Transit,14.57407100,0.00002600,-0.00002600,0,1147.36055,47.67426,-47.67426,0
CoRoT-2 b,Transit,1.74299350,0.00000100,-0.00000100,0,1150.54460,50.85280,-50.85280,0
WASP-173 A b,Transit,1.38665318,0.00000027,-0.00000027,0,1172.79270,57.20940,-57.20940,0
K2-33 b,Transit,5.42486500,0.00003500,-0.00003100,0,1175.97100,,,1
MASCARA-1 b,Transit,2.14878000,0.00000800,-0.00000800,0,1175.97100,286.04700,-286.04700,0
HD 128311 c,Radial Velocity,921.53800000,1.15000000,-1.15000000,0,1204.25787,293.67492,-137.30256,0
SWEEPS-4 b,Transit,4.20000000,,,0,1207.70000,,,0
55 Cnc d,Radial Velocity,4867.00000000,25.00000000,-26.00000000,0,1226.77000,190.69000,-47.67000,0
55 Cnc d,Radial Velocity,4825.00000000,39.00000000,-39.00000000,0,1232.49300,21.61200,-21.61200,0
KELT-21 b,Transit,3.61276470,0.00000330,-0.00000330,0,1242.71530,,,1
HD 80606 b,Radial Velocity,111.43570000,0.00080000,-0.00080000,0,1252.20000,34.96000,-34.96000,0
HAT-P-21 b,Transit,4.12448100,0.00000700,-0.00000700,0,1261.78510,41.31790,-41.31790,0
WTS-1 b,Transit,3.35205700,0.00001300,-0.00001500,0,1274.44000,111.24000,-111.24000,0
HAT-P-21 b,Transit,4.12448100,0.00000700,-0.00000700,0,1291.28900,51.16800,-51.16800,0
KELT-19 A b,Transit,4.61170930,0.00000880,-0.00000880,0,1293.56810,,,1
Kepler-32 b,Transit,5.90124000,0.00010000,-0.00010000,0,1303.00000,,,1
WASP-33 b,Transit,1.21986690,0.00000120,-0.00000120,0,1303.00000,,,1
