pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_dens,pl_orbincl,pl_ttvflag,ra,dec,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,pl_rade
HIP 57050,b,Radial Velocity,41.397,0.163506,0.314,0.298,,,,175.435974,42.751972,11.03,11.92,3190,0.19,0.39,,HIP 57050,
HD 102117,b,Radial Velocity,20.8079,0.1532,0.106,0.172,,,,176.210251,-58.703709,42,7.448,5410,0.88,1.47,HD 102117,HIP 57291,
HD 192263,b,Radial Velocity,24.348,0.15,0,0.72,,,,303.499359,-0.866877,19.89,7.768,4930,0.74,0.79,HD 192263,HIP 99711,
HD 6434,b,Radial Velocity,22.09,0.15,0.3,0.48,,,,16.167295,-39.488216,40.32,7.73,5890,1.11,1,HD 6434,HIP 5054,
HD 21693,b,Radial Velocity,22.656,0.1484,0.26,0.0322,,,,51.80201,-58.323681,32.31,7.94,5350,0.85,0.93,HD 21693,HIP 16085,
HD 16417,b,Radial Velocity,17.24,0.14,0.2,0.0696,,,,39.244198,-34.577976,25.54,5.79,5680,1,1.69,HD 16417,HIP 12186,
HD 195019,b,Radial Velocity,18.20163,0.1388,0.014,3.7,,,,307.077637,18.769497,37.35,6.892,5670,0.99,1.5,HD 195019,HIP 100970,
HD 40307,d,Radial Velocity,20.46,0.134,0,0.0288,,,,88.51767,-60.023472,12.83,7.15,4920,0.74,0.68,HD 40307,HIP 27887,
HD 154088,b,Radial Velocity,18.596,0.1316,0.38,0.0193,,,,256.116028,-28.582678,18.08,6.58,5210,0.81,1.05,HD 154088,HIP 83541,
Gliese 876,c,Radial Velocity,30.0881,0.12959,0.25591,0.7142,,59,,343.319733,-14.2637,4.7,10.191,,0.33,,,HIP 113020,
HD 38529,b,Radial Velocity,14.309,0.129,0.29,0.78,,,,86.64547,1.168193,42.43,5.95,5330,,3.09,HD 38529,HIP 27253,
HD 10180,d,Radial Velocity,16.3579,0.1286,0.088,0.03697,,,,24.473234,-60.511528,39.39,7.321,5790,1.06,1.23,HD 10180,HIP 7599,
HD 190360,c,Radial Velocity,17.1,0.128,0.01,0.057,,,,300.905853,29.896805,15.89,5.7,5500,0.91,1.19,HD 190360,HIP 98767,
HD 31527,b,Radial Velocity,16.546,0.1253,0.13,0.0363,,,,73.909927,-23.24188,38.01,7.484,5930,1.12,1.04,HD 31527,HIP 22905,
GJ 667C,c,Radial Velocity,28.155,0.123,0.27,0.0143,,,,259.745087,-34.996826,,,3600,0.33,,,,
HD 27894,b,Radial Velocity,17.991,0.122,0.049,0.62,,,,65.19603,-59.410835,42.37,9.349,4760,0.71,0.9,HD 27894,HIP 20277,
HD 99492,b,Radial Velocity,17.054,0.12186,0.13,0.087,,,,171.692825,3.006328,17.99,6.14,5280,0.83,1.23,HD 99492,HIP 55848,
HD 20794,b,Radial Velocity,18.315,0.1207,0,0.0085,,,,49.981876,-43.069782,6.06,4.27,5530,,0.87,HD 20794,HIP 15510,
HD 4308,b,Radial Velocity,15.609,0.118,0.27,0.0405,,,,11.163615,-65.649521,21.85,6.56,5720,1.02,1,HD 4308,HIP 3497,
HIP 13044,b,Radial Velocity,16.2,0.116,0.25,1.25,,,,41.90601,-36.107513,223.21,9.982,6530,,1.55,,HIP 13044,
55 Cnc,b,Radial Velocity,14.65162,0.115,0.014,0.824,,,,133.149216,28.330818,12.53,5.938,5196,0.9,0.94,HD 75732,HIP 43587,
Gl 86,b,Radial Velocity,15.76491,0.113,0.0416,3.91,,,,32.608059,-50.823723,10.91,6.12,5151,0.77,,HD 13445,HIP 10138,
HD 1461,c,Radial Velocity,13.505,0.1117,0,0.0186,,,,4.674448,-8.053001,23.44,6.46,5620,0.97,1.17,HD 1461,HIP 1499,
HD 93385,b,Radial Velocity,13.186,0.1116,0.15,0.0263,,,,161.562973,-41.464367,42.52,7.486,5890,1.11,1.18,HD 93385,HIP 52676,
HD 179079,b,Radial Velocity,14.476,0.11,0.115,0.08,,,,287.790955,-2.638385,63.69,7.959,5540,0.93,1.66,HD 179079,HIP 94256,
HD 189567,b,Radial Velocity,14.275,0.1099,0.23,0.0316,,,,301.386505,-67.3209,17.72,6.07,5750,1.04,1,HD 189567,HIP 98959,
HD 51608,b,Radial Velocity,14.07,0.1059,0.15,0.0413,,,,103.713921,-55.259327,34.07,8.155,5330,0.85,0.9,HD 51608,HIP 33229,
HD 134606,b,Radial Velocity,12.083,0.1023,0.15,0.0292,,,,228.812683,-70.519623,26.91,6.854,5400,0.87,1.25,HD 134606,HIP 74653,
HD 108147,b,Radial Velocity,10.8985,0.102,0.53,0.261,,,,186.44278,-64.022087,38.56,6.995,6130,1.19,1.22,HD 108147,HIP 60644,
HD 13808,b,Radial Velocity,14.182,0.1017,0.17,0.0325,,,,33.178856,-53.743893,28.6,8.381,5160,0.8,0.74,HD 13808,HIP 10301,
HD 20003,b,Radial Velocity,11.849,0.0974,0.4,0.0378,,,,46.907997,-72.321892,43.08,8.367,5350,0.85,1.02,HD 20003,HIP 14530,
HD 39194,c,Radial Velocity,14.025,0.0954,0.11,0.0187,,,,86.132996,-70.14357,25.59,8.075,5390,0.87,0.68,HD 39194,HIP 27080,
HD 136352,b,Radial Velocity,11.577,0.0933,0.18,0.0166,,,,230.450623,-48.317627,14.56,5.65,5720,1.02,1.01,HD 136352,HIP 75181,
HD 160691,d,Radial Velocity,9.6386,0.09094,0.172,0.03321,,,,266.036255,-51.834053,15.28,5.15,5560,0.94,1.44,HD 160691,HIP 86796,
HD 130322,b,Radial Velocity,10.7085,0.0896,0.011,1.04,,,,221.886368,-0.281476,29.76,8.031,5290,0.84,0.85,HD 130322,HIP 72339,
HD 215152,c,Radial Velocity,10.866,0.0852,0.38,0.0097,,,,340.838745,-6.400821,21.52,8.13,4860,0.73,0.75,HD 215152,HIP 112190,
HD 97658,b,Radial Velocity,9.494,0.0831,,0.026,,,,168.638184,25.710384,21.3,7.762,5180,0.8,0.73,HD 97658,HIP 54906,
HD 102956,b,Radial Velocity,6.495,0.081,0.048,0.96,,,,177.843796,57.640736,121.07,7.851,4900,,4.7,HD 102956,HIP 57820,
HD 40307,c,Radial Velocity,9.62,0.081,0,0.0216,,,,88.51767,-60.023472,12.83,7.15,4920,0.74,0.68,HD 40307,HIP 27887,
HD 125595,b,Radial Velocity,9.6737,0.0809,,0.0413,,,,215.346603,-40.393948,27.45,9,4640,0.69,0.75,HD 125595,HIP 70170,
HD 181433,b,Radial Velocity,9.3743,0.08,0.396,0.0238,,,,291.289856,-66.468796,26.15,8.4,4770,0.71,0.86,HD 181433,HIP 95467,
HD 69830,b,Radial Velocity,8.667,0.0785,0.1,0.033,,,,124.599777,-12.632174,12.58,6,5390,0.87,0.87,HD 69830,HIP 40693,
HD 96700,b,Radial Velocity,8.1256,0.0774,0.1,0.0284,,,,166.976776,-30.174566,26.21,6.54,5890,1.11,1.12,HD 96700,HIP 54400,
HD 185269,b,Radial Velocity,6.838,0.077,0.3,0.94,,,,294.29892,28.499865,47.37,6.669,5900,1.11,1.91,HD 185269,HIP 96507,
HD 162020,b,Radial Velocity,8.428198,0.074,0.277,14.4,,,,267.659821,-40.318348,31.26,9.118,4870,0.73,0.69,HD 162020,HIP 87330,
Gl 581,c,Radial Velocity,12.9182,0.073,0.07,0.017,,,,229.861771,-7.72228,6.27,10.56,,0.31,0.29,,HIP 74995,
HD 217107,b,Radial Velocity,7.12689,0.073,0.132,1.33,,,,344.564758,-2.395385,19.72,6.16,5440,0.89,1.23,HD 217107,HIP 113421,
HD 68988,b,Radial Velocity,6.276,0.071,0.14,1.9,,,,124.592384,61.460724,58.82,8.188,5720,1.02,1.27,HD 68988,HIP 40687,
HD 118203,b,Radial Velocity,6.1335,0.07,0.309,2.13,,,,203.510574,53.728531,88.57,8.057,5590,0.95,2.15,HD 118203,HIP 66192,
HIP 11952,c,Radial Velocity,6.95,0.07,0.35,0.78,,,,38.546028,-12.384295,115.34,9.854,7090,1.52,0.71,HD 16031,HIP 11952,
HIP 57274,b,Radial Velocity,8.1352,0.07,0.187,0.036,,,,176.170685,30.959293,25.87,8.984,4540,0.69,0.81,,HIP 57274,
HIP 14810,b,Radial Velocity,6.673855,0.0692,0.1427,3.88,,,,47.809292,21.097359,52.88,8.5,5390,0.87,1.15,,HIP 14810,
HD 285968,b,Radial Velocity,8.7836,0.066,0,0.0265,,,,70.732407,18.958172,9.42,9.98,3500,0.44,0.51,HD 285968,HIP 21932,
HD 215152,b,Radial Velocity,7.2825,0.0652,0.34,0.0087,,,,340.838745,-6.400821,21.52,8.13,4860,0.73,0.75,HD 215152,HIP 112190,
HD 168746,b,Radial Velocity,6.403,0.065,0.081,0.23,,,,275.457428,-11.922684,43.12,7.946,5500,0.91,1.15,HD 168746,HIP 90004,
HD 10180,c,Radial Velocity,5.75979,0.0641,0.045,0.04122,,,,24.473234,-60.511528,39.39,7.321,5790,1.06,1.23,HD 10180,HIP 7599,
HD 45184,b,Radial Velocity,5.8872,0.0638,0.3,0.04,,,,96.182831,-28.780113,22.04,6.39,5820,1.07,1.04,HD 45184,HIP 30503,
HD 109749,b,Radial Velocity,5.24,0.0635,0.01,0.28,,,,189.318237,-40.812115,59.03,8.208,5690,1,1.28,HD 109749,HIP 61595A,
HD 1461,b,Radial Velocity,5.7727,0.063438,0.14,0.024,,,,4.674448,-8.053001,23.44,6.46,5620,0.97,1.17,HD 1461,HIP 1499,
HD 77338,b,Radial Velocity,5.7361,0.0614,0.09,0.05,,,,135.302063,-25.527061,41.27,8.591,5370,0.93,0.88,HD 77338,HIP 44291,
ups And,b,Radial Velocity,4.617033,0.059222,0.0215,0.6876,,,,24.199345,41.40546,13.47,4.1,6120,1.19,1.62,HD 9826,HIP 7513,
GJ 433,b,Radial Velocity,7.3709,0.058,0.08,0.018,,,,173.862289,-32.53997,9.04,9.806,3600,0.48,,,HIP 56528,
HD 49674,b,Radial Velocity,4.9437,0.058,0.23,0.115,,,,102.877151,40.867756,40.73,8.097,5470,0.9,1.03,HD 49674,HIP 32916,
HD 7924,b,Radial Velocity,5.3978,0.057,0.17,0.029,,,,20.496313,76.710281,16.82,7.167,5160,0.8,0.77,HD 7924,HIP 6379,
BD-082823,b,Radial Velocity,5.6,0.056,0.15,0.045,,,,150.198837,-9.51668,42.09,9.88,4746,0.74,,,HIP 49067,
HD 149143,b,Radial Velocity,4.072,0.053,0.016,1.33,,,,248.212708,2.084832,63.49,7.893,5660,0.99,1.61,HD 149143,HIP 81022,
51 Peg,b,Radial Velocity,4.230785,0.0527,0.013,0.472,,,,344.366577,20.768833,15.36,5.5,5787,1.09,1.2,HD 217014,HIP 113357,
HD 219828,b,Radial Velocity,3.8335,0.052,0,0.066,,,,349.694733,18.64572,81.1,8.008,5660,0.99,1.95,HD 219828,HIP 115100,
HD 39194,b,Radial Velocity,5.6363,0.0519,0.2,0.0117,,,,86.132996,-70.14357,25.59,8.075,5390,0.87,0.68,HD 39194,HIP 27080,
61 Vir,b,Radial Velocity,4.215,0.050201,0.12,0.016,,,,199.601318,-18.311195,8.52,4.74,5577,0.94,0.98,HD 115617,HIP 64924,
HD 125612,c,Radial Velocity,4.1547,0.05,0.27,0.058,,,,215.222977,-17.481522,52.83,8.317,5840,1.09,1.02,HD 125612,HIP 70123,
HD 156668,b,Radial Velocity,4.6455,0.05,0,0.013,,,,259.418701,29.227226,24.05,8.424,4840,0.72,0.74,HD 156668,HIP 84607,
HD 47186,b,Radial Velocity,4.0845,0.05,0.038,0.07167,,,,99.036613,-27.622297,37.84,7.626,5460,0.9,1.19,HD 47186,HIP 31540,
GJ 667C,b,Radial Velocity,7.20066,0.049,0.172,0.01789,,,,259.745087,-34.996826,,,3600,0.33,,,,
HD 76700,b,Radial Velocity,3.971,0.049,0.13,0.197,,,,133.481308,-66.800995,59.7,8.155,5490,0.91,1.45,HD 76700,HIP 43686,
HD 40307,b,Radial Velocity,4.3115,0.047,0,0.0132,,,,88.51767,-60.023472,12.83,7.15,4920,0.74,0.68,HD 40307,HIP 27887,
HD 88133,b,Radial Velocity,3.416,0.047,0.133,0.22,,,,152.531982,18.186871,74.46,8.001,5190,0.81,2.27,HD 88133,HIP 49813,
CoRoT-7,c,Radial Velocity,3.698,0.046,0,0.026,,,,100.956125,-1.063033,150,,5275,0.93,0.87,,,
HD 75289,b,Radial Velocity,3.51,0.046,0.054,0.42,,,,131.918289,-41.736794,28.94,6.37,5960,1.13,1.3,HD 75289,HIP 43177,
tau Boo,b,Radial Velocity,3.3135,0.046,0.018,3.9,,,,206.815598,17.456905,15.6,4.5,6370,1.27,1.43,HD 120136,HIP 67275,
BD-10 3166,b,Radial Velocity,3.48777,0.0452,0.019,0.458,,,,164.619936,-10.770373,,10.08,5180,0.81,,,,
HD 179949,b,Radial Velocity,3.0925,0.045,0.022,0.95,,,,288.888458,-24.179352,27.05,6.245,6120,1.19,1.21,HD 179949,HIP 94645,
HD 134060,b,Radial Velocity,3.27,0.0444,0.4,0.0351,,,,227.686432,-61.422321,24.15,6.3,5780,1.05,1.21,HD 134060,HIP 74273,
HD 2638,b,Radial Velocity,3.4442,0.044,0,0.48,,,,7.499466,-5.764002,53.71,9.375,4930,0.74,1.01,HD 2638,HIP 2350,
HD 330075,b,Radial Velocity,3.369,0.043,0,0.76,,,,237.407043,-49.963524,50.2,9.334,5050,0.77,0.9,HD 330075,HIP 77517,
HD 187123,b,Radial Velocity,3.097,0.042,0.03,0.52,,,,296.742126,34.419525,47.92,7.832,5700,1,1.23,HD 187123,HIP 97336,
Gl 581,b,Radial Velocity,5.36865,0.041,0.031,0.05,,,,229.861771,-7.72228,6.27,10.56,,0.31,0.29,,HIP 74995,
HD 46375,b,Radial Velocity,3.024,0.041,0.04,0.249,,,,98.302597,5.462925,33.41,7.912,5080,0.78,1.13,HD 46375,HIP 31246,
HD 83443,b,Radial Velocity,2.985625,0.0406,0.008,0.4,,,,144.299286,-43.272205,43.53,8.222,5200,0.81,1.19,HD 83443,HIP 47202,
GJ 674,b,Radial Velocity,4.6938,0.039,0.2,0.035,,,,262.166443,-46.895191,4.54,9.37,3600,0.35,,,HIP 85523,
HD 86081,b,Radial Velocity,2.1375,0.039,0.008,1.5,,,,149.024658,-3.808422,91.16,8.701,5750,1.04,1.53,HD 86081,HIP 48711,
HD 73256,b,Radial Velocity,2.54858,0.037,0.03,1.87,,,,129.095901,-30.037626,36.52,8.059,5330,0.85,1.01,HD 73256,HIP 42214,
HD 212301,b,Radial Velocity,2.445715,0.036,0,0.45,,,,336.878845,-77.717926,52.72,7.764,6080,1.18,1.19,HD 212301,HIP 110852,
HD 63454,b,Radial Velocity,2.817822,0.036,0,0.38,,,,114.841049,-78.278969,35.8,9.362,4730,0.7,0.78,HD 63454,HIP 37284,
GJ 3634,b,Radial Velocity,2.64561,0.0287,0.08,0.022,,59,,164.646255,-31.143988,,,,0.45,0.43,,,
Gl 581,e,Radial Velocity,3.14945,0.028,0.32,0.006,,,,229.861771,-7.72228,6.27,10.56,,0.31,0.29,,HIP 74995,
Gliese 876,d,Radial Velocity,1.93778,0.020807,0.207,0.021,,59,,343.319733,-14.2637,4.7,10.191,,0.33,,,HIP 113020,
HD 41004 B,b,Radial Velocity,1.3283,0.0177,0.081,18.37,,,,89.956886,-48.239841,43.03,,,,,HD 41004B,HIP 28393B,
